;baltic_sea;british_columbia;eastern_bering_sea;evhoe;fr_cgfs;gulf_of_mexico;gulf_of_alaska;gsl_s;ie_igfs;neus;nigfs;nor_bts;ns_ibts;pt_ibts;scotian_shelf;southeast;swc_ibts;west_coast 
22. Aug 98;;;;;;;;;;;;;;;;;;
23. Aug 98;;;;;;;;;;;;;;;;;;
24. Aug 98;;;;;;;;;;;;;;;;;;
25. Aug 98;;;;;;;;;;;;;;;;;;
26. Aug 98;;;;;;;;;;;;;;;;;;
27. Aug 98;;;;;;;;;;;;;;;;;;
28. Aug 98;;;;;;;;;;;;;;;;;;
29. Aug 98;;;;;;;;;;;;;;;;;;
30. Aug 98;;;;;;;;;;;;;;;;;;
31. Aug 98;;;;;;;;;;;;;;;;;;
01. Sep 98;;;;;;;;;;;;;;;;;;
02. Sep 98;;;;;;;;;;;;;;;;;;
03. Sep 98;;;;;;;;;;;;;;;;;;
04. Sep 98;;;;;;;;;;;;;;;;;;
05. Sep 98;;;;;;;;;;;;;;;;;;
06. Sep 98;;;;;;;;;;;;;;;;;;
07. Sep 98;;;;;;;;;;;;;;;;;;
08. Sep 98;;;;;;;;;;;;;;;;;;
09. Sep 98;;;;;;;;;;;;;;;;;;
10. Sep 98;;;;;;;;;;;;;;;;;;
11. Sep 98;;;;;;;;;;;;;;;;;;
12. Sep 98;;;;;;;;;;;;;;;;;;
13. Sep 98;;;;;;;;;;;;;;;;;;
14. Sep 98;;;;;;;;;;;;;;;;;;
15. Sep 98;;;;;;;;;;;;;;;;;;
16. Sep 98;;;;;;;;;;;;;;;;;;
17. Sep 98;;;;;;;;;;;;;;;;;;
18. Sep 98;;;;;;;;;;;;;;;;;;
19. Sep 98;;;;;;;;;;;;;;;;;;
20. Sep 98;;;;;;;;;;;;;;;;;;
21. Sep 98;;;;;;;;;;;;;;;;;;
22. Sep 98;;;;;;;;;;;;;;;;;;
23. Sep 98;;;;;;;;;;;;;;;;;;
24. Sep 98;;;;;;;;;;;;;;;;;;
25. Sep 98;;;;;;;;;;;;;;;;;;
26. Sep 98;;;;;;;;;;;;;;;;;;
27. Sep 98;;;;;;;;;;;;;;;;;;
28. Sep 98;;;;;;;;;;;;;;;;;;
29. Sep 98;;;;;;;;;;;;;;;;;;
30. Sep 98;;;;;;;;;;;;;;;;;;
01-OCT-1998;;;;;;;;;;;;;;;;;;
02-OCT-1998;;;;;;;;;;;;;;;;;;
03-OCT-1998;;;;;;;;;;;;;;;;;;
04-OCT-1998;;;;;;;;;;;;;;;;;;
05-OCT-1998;;;;;;;;;;;;;;;;;;
06-OCT-1998;;;;;;;;;;;;;;;;;;
07-OCT-1998;;;;;;;;;;;;;;;;;;
08-OCT-1998;;;;;;;;;;;;;;;;;;
09-OCT-1998;;;;;;;;;;;;;;;;;;
10-OCT-1998;;;;;;;;;;;;;;;;;;
11-OCT-1998;;;;;;;;;;;;;;;;;;
12-OCT-1998;;;;;;;;;;;;;;;;;;
13-OCT-1998;;;;;;;;;;;;;;;;;;
14-OCT-1998;;;;;;;;;;;;;;;;;;
15-OCT-1998;;;;;;;;;;;;;;;;;;
16-OCT-1998;;;;;;;;;;;;;;;;;;
17-OCT-1998;;;;;;;;;;;;;;;;;;
18-OCT-1998;;;;;;;;;;;;;;;;;;
19-OCT-1998;;;;;;;;;;;;;;;;;;
20-OCT-1998;;;;;;;;;;;;;;;;;;
21-OCT-1998;;;;;;;;;;;;;;;;;;
22-OCT-1998;;;;;;;;;;;;;;;;;;
23-OCT-1998;;;;;;;;;;;;;;;;;;
24-OCT-1998;;;;;;;;;;;;;;;;;;
25-OCT-1998;;;;;;;;;;;;;;;;;;
26-OCT-1998;;;;;;;;;;;;;;;;;;
27-OCT-1998;;;;;;;;;;;;;;;;;;
28-OCT-1998;;;;;;;;;;;;;;;;;;
29-OCT-1998;;;;;;;;;;;;;;;;;;
30-OCT-1998;;;;;;;;;;;;;;;;;;
31-OCT-1998;;;;;;;;;;;;;;;;;;
01. Nov 98;;;;;;;;;;;;;;;;;;
02. Nov 98;;;;;;;;;;;;;;;;;;
03. Nov 98;;;;;;;;;;;;;;;;;;
04. Nov 98;;;;;;;;;;;;;;;;;;
05. Nov 98;;;;;;;;;;;;;;;;;;
06. Nov 98;;;;;;;;;;;;;;;;;;
07. Nov 98;;;;;;;;;;;;;;;;;;
08. Nov 98;;;;;;;;;;;;;;;;;;
09. Nov 98;;;;;;;;;;;;;;;;;;
10. Nov 98;;;;;;;;;;;;;;;;;;
11. Nov 98;;;;;;;;;;;;;;;;;;
12. Nov 98;;;;;;;;;;;;;;;;;;
13. Nov 98;;;;;;;;;;;;;;;;;;
14. Nov 98;;;;;;;;;;;;;;;;;;
15. Nov 98;;;;;;;;;;;;;;;;;;
16. Nov 98;;;;;;;;;;;;;;;;;;
17. Nov 98;;;;;;;;;;;;;;;;;;
18. Nov 98;;;;;;;;;;;;;;;;;;
19. Nov 98;;;;;;;;;;;;;;;;;;
20. Nov 98;;;;;;;;;;;;;;;;;;
21. Nov 98;;;;;;;;;;;;;;;;;;
22. Nov 98;;;;;;;;;;;;;;;;;;
23. Nov 98;;;;;;;;;;;;;;;;;;
24. Nov 98;;;;;;;;;;;;;;;;;;
25. Nov 98;;;;;;;;;;;;;;;;;;
26. Nov 98;;;;;;;;;;;;;;;;;;
27. Nov 98;;;;;;;;;;;;;;;;;;
28. Nov 98;;;;;;;;;;;;;;;;;;
29. Nov 98;;;;;;;;;;;;;;;;;;
30. Nov 98;;;;;;;;;;;;;;;;;;
01-DEC-1998;;;;;;;;;;;;;;;;;;
02-DEC-1998;;;;;;;;;;;;;;;;;;
03-DEC-1998;;;;;;;;;;;;;;;;;;
04-DEC-1998;;;;;;;;;;;;;;;;;;
05-DEC-1998;;;;;;;;;;;;;;;;;;
06-DEC-1998;;;;;;;;;;;;;;;;;;
07-DEC-1998;;;;;;;;;;;;;;;;;;
08-DEC-1998;;;;;;;;;;;;;;;;;;
09-DEC-1998;;;;;;;;;;;;;;;;;;
10-DEC-1998;;;;;;;;;;;;;;;;;;
11-DEC-1998;;;;;;;;;;;;;;;;;;
12-DEC-1998;;;;;;;;;;;;;;;;;;
13-DEC-1998;;;;;;;;;;;;;;;;;;
14-DEC-1998;;;;;;;;;;;;;;;;;;
15-DEC-1998;;;;;;;;;;;;;;;;;;
16-DEC-1998;;;;;;;;;;;;;;;;;;
17-DEC-1998;;;;;;;;;;;;;;;;;;
18-DEC-1998;;;;;;;;;;;;;;;;;;
19-DEC-1998;;;;;;;;;;;;;;;;;;
20-DEC-1998;;;;;;;;;;;;;;;;;;
21-DEC-1998;;;;;;;;;;;;;;;;;;
22-DEC-1998;;;;;;;;;;;;;;;;;;
23-DEC-1998;;;;;;;;;;;;;;;;;;
24-DEC-1998;;;;;;;;;;;;;;;;;;
25-DEC-1998;;;;;;;;;;;;;;;;;;
26-DEC-1998;;;;;;;;;;;;;;;;;;
27-DEC-1998;;;;;;;;;;;;;;;;;;
28-DEC-1998;;;;;;;;;;;;;;;;;;
29-DEC-1998;;;;;;;;;;;;;;;;;;
30-DEC-1998;;;;;;;;;;;;;;;;;;
31-DEC-1998;;;;;;;;;;;;;;;;;;
01. Jan 99;;;;;;;;;;;;;;;;;;
02. Jan 99;;;;;;;;;;;;;;;;;;
03. Jan 99;;;;;;;;;;;;;;;;;;
04. Jan 99;;;;;;;;;;;;;;;;;;
05. Jan 99;;;;;;;;;;;;;;;;;;
06. Jan 99;;;;;;;;;;;;;;;;;;
07. Jan 99;;;;;;;;;;;;;;;;;;
08. Jan 99;;;;;;;;;;;;;;;;;;
09. Jan 99;;;;;;;;;;;;;;;;;;
10. Jan 99;;;;;;;;;;;;;;;;;;
11. Jan 99;;;;;;;;;;;;;;;;;;
12. Jan 99;;;;;;;;;;;;;;;;;;
13. Jan 99;;;;;;;;;;;;;;;;;;
14. Jan 99;;;;;;;;;;;;;;;;;;
15. Jan 99;;;;;;;;;;;;;;;;;;
16. Jan 99;;;;;;;;;;;;;;;;;;
17. Jan 99;;;;;;;;;;;;;;;;;;
18. Jan 99;;;;;;;;;;;;;;;;;;
19. Jan 99;;;;;;;;;;;;;;;;;;
20. Jan 99;;;;;;;;;;;;;;;;;;
21. Jan 99;;;;;;;;;;;;;;;;;;
22. Jan 99;;;;;;;;;;;;;;;;;;
23. Jan 99;;;;;;;;;;;;;;;;;;
24. Jan 99;;;;;;;;;;;;;;;;;;
25. Jan 99;;;;;;;;;;;;;;;;;;
26. Jan 99;;;;;;;;;;;;;;;;;;
27. Jan 99;;;;;;;;;;;;;;;;;;
28. Jan 99;;;;;;;;;;;;;;;;;;
29. Jan 99;;;;;;;;;;;;;;;;;;
30. Jan 99;;;;;;;;;;;;;;;;;;
31. Jan 99;;;;;;;;;;;;;;;;;;
01. Feb 99;;;;;;;;;;;;;;;;;;
02. Feb 99;;;;;;;;;;;;;;;;;;
03. Feb 99;;;;;;;;;;;;;;;;;;
04. Feb 99;;;;;;;;;;;;;;;;;;
05. Feb 99;;;;;;;;;;;;;;;;;;
06. Feb 99;;;;;;;;;;;;;;;;;;
07. Feb 99;;;;;;;;;;;;;;;;;;
08. Feb 99;;;;;;;;;;;;;;;;;;
09. Feb 99;;;;;;;;;;;;;;;;;;
10. Feb 99;;;;;;;;;;;;;;;;;;
11. Feb 99;;;;;;;;;;;;;;;;;;
12. Feb 99;;;;;;;;;;;;;;;;;;
13. Feb 99;;;;;;;;;;;;;;;;;;
14. Feb 99;;;;;;;;;;;;;;;;;;
15. Feb 99;;;;;;;;;;;;;;;;;;
16. Feb 99;;;;;;;;;;;;;;;;;;
17. Feb 99;;;;;;;;;;;;;;;;;;
18. Feb 99;;;;;;;;;;;;;;;;;;
19. Feb 99;;;;;;;;;;;;;;;;;;
20. Feb 99;;;;;;;;;;;;;;;;;;
21. Feb 99;;;;;;;;;;;;;;;;;;
22. Feb 99;;;;;;;;;;;;;;;;;;
23. Feb 99;;;;;;;;;;;;;;;;;;
24. Feb 99;;;;;;;;;;;;;;;;;;
25. Feb 99;;;;;;;;;;;;;;;;;;
26. Feb 99;;;;;;;;;;;;;;;;;;
27. Feb 99;;;;;;;;;;;;;;;;;;
28. Feb 99;;;;;;;;;;;;;;;;;;
01-MAR-1999;;;;;;;;;;;;;;;;;;
02-MAR-1999;;;;;;;;;;;;;;;;;;
03-MAR-1999;;;;;;;;;;;;;;;;;;
04-MAR-1999;;;;;;;;;;;;;;;;;;
05-MAR-1999;;;;;;;;;;;;;;;;;;
06-MAR-1999;;;;;;;;;;;;;;;;;;
07-MAR-1999;;;;;;;;;;;;;;;;;;
08-MAR-1999;;;;;;;;;;;;;;;;;;
09-MAR-1999;;;;;;;;;;;;;;;;;;
10-MAR-1999;;;;;;;;;;;;;;;;;;
11-MAR-1999;;;;;;;;;;;;;;;;;;
12-MAR-1999;;;;;;;;;;;;;;;;;;
13-MAR-1999;;;;;;;;;;;;;;;;;;
14-MAR-1999;;;;;;;;;;;;;;;;;;
15-MAR-1999;;;;;;;;;;;;;;;;;;
16-MAR-1999;;;;;;;;;;;;;;;;;;
17-MAR-1999;;;;;;;;;;;;;;;;;;
18-MAR-1999;;;;;;;;;;;;;;;;;;
19-MAR-1999;;;;;;;;;;;;;;;;;;
20-MAR-1999;;;;;;;;;;;;;;;;;;
21-MAR-1999;;;;;;;;;;;;;;;;;;
22-MAR-1999;;;;;;;;;;;;;;;;;;
23-MAR-1999;;;;;;;;;;;;;;;;;;
24-MAR-1999;;;;;;;;;;;;;;;;;;
25-MAR-1999;;;;;;;;;;;;;;;;;;
26-MAR-1999;;;;;;;;;;;;;;;;;;
27-MAR-1999;;;;;;;;;;;;;;;;;;
28-MAR-1999;;;;;;;;;;;;;;;;;;
29-MAR-1999;;;;;;;;;;;;;;;;;;
30-MAR-1999;;;;;;;;;;;;;;;;;;
31-MAR-1999;;;;;;;;;;;;;;;;;;
01. Apr 99;;;;;;;;;;;;;;;;;;
02. Apr 99;;;;;;;;;;;;;;;;;;
03. Apr 99;;;;;;;;;;;;;;;;;;
04. Apr 99;;;;;;;;;;;;;;;;;;
05. Apr 99;;;;;;;;;;;;;;;;;;
06. Apr 99;;;;;;;;;;;;;;;;;;
07. Apr 99;;;;;;;;;;;;;;;;;;
08. Apr 99;;;;;;;;;;;;;;;;;;
09. Apr 99;;;;;;;;;;;;;;;;;;
10. Apr 99;;;;;;;;;;;;;;;;;;
11. Apr 99;;;;;;;;;;;;;;;;;;
12. Apr 99;;;;;;;;;;;;;;;;;;
13. Apr 99;;;;;;;;;;;;;;;;;;
14. Apr 99;;;;;;;;;;;;;;;;;;
15. Apr 99;;;;;;;;;;;;;;;;;;
16. Apr 99;;;;;;;;;;;;;;;;;;
17. Apr 99;;;;;;;;;;;;;;;;;;
18. Apr 99;;;;;;;;;;;;;;;;;;
19. Apr 99;;;;;;;;;;;;;;;;;;
20. Apr 99;;;;;;;;;;;;;;;;;;
21. Apr 99;;;;;;;;;;;;;;;;;;
22. Apr 99;;;;;;;;;;;;;;;;;;
23. Apr 99;;;;;;;;;;;;;;;;;;
24. Apr 99;;;;;;;;;;;;;;;;;;
25. Apr 99;;;;;;;;;;;;;;;;;;
26. Apr 99;;;;;;;;;;;;;;;;;;
27. Apr 99;;;;;;;;;;;;;;;;;;
28. Apr 99;;;;;;;;;;;;;;;;;;
29. Apr 99;;;;;;;;;;;;;;;;;;
30. Apr 99;;;;;;;;;;;;;;;;;;
01-MAY-1999;;;;;;;;;;;;;;;;;;
02-MAY-1999;;;;;;;;;;;;;;;;;;
03-MAY-1999;;;;;;;;;;;;;;;;;;
04-MAY-1999;;;;;;;;;;;;;;;;;;
05-MAY-1999;;;;;;;;;;;;;;;;;;
06-MAY-1999;;;;;;;;;;;;;;;;;;
07-MAY-1999;;;;;;;;;;;;;;;;;;
08-MAY-1999;;;;;;;;;;;;;;;;;;
09-MAY-1999;;;;;;;;;;;;;;;;;;
10-MAY-1999;;;;;;;;;;;;;;;;;;
11-MAY-1999;;;;;;;;;;;;;;;;;;
12-MAY-1999;;;;;;;;;;;;;;;;;;
13-MAY-1999;;;;;;;;;;;;;;;;;;
14-MAY-1999;;;;;;;;;;;;;;;;;;
15-MAY-1999;;;;;;;;;;;;;;;;;;
16-MAY-1999;;;;;;;;;;;;;;;;;;
17-MAY-1999;;;;;;;;;;;;;;;;;;
18-MAY-1999;;;;;;;;;;;;;;;;;;
19-MAY-1999;;;;;;;;;;;;;;;;;;
20-MAY-1999;;;;;;;;;;;;;;;;;;
21-MAY-1999;;;;;;;;;;;;;;;;;;
22-MAY-1999;;;;;;;;;;;;;;;;;;
23-MAY-1999;;;;;;;;;;;;;;;;;;
24-MAY-1999;;;;;;;;;;;;;;;;;;
25-MAY-1999;;;;;;;;;;;;;;;;;;
26-MAY-1999;;;;;;;;;;;;;;;;;;
27-MAY-1999;;;;;;;;;;;;;;;;;;
28-MAY-1999;;;;;;;;;;;;;;;;;;
29-MAY-1999;;;;;;;;;;;;;;;;;;
30-MAY-1999;;;;;;;;;;;;;;;;;;
31-MAY-1999;;;;;;;;;;;;;;;;;;
01. Jun 99;;;;;;;;;;;;;;;;;;
02. Jun 99;;;;;;;;;;;;;;;;;;
03. Jun 99;;;;;;;;;;;;;;;;;;
04. Jun 99;;;;;;;;;;;;;;;;;;
05. Jun 99;;;;;;;;;;;;;;;;;;
06. Jun 99;;;;;;;;;;;;;;;;;;
07. Jun 99;;;;;;;;;;;;;;;;;;
08. Jun 99;;;;;;;;;;;;;;;;;;
09. Jun 99;;;;;;;;;;;;;;;;;;
10. Jun 99;;;;;;;;;;;;;;;;;;
11. Jun 99;;;;;;;;;;;;;;;;;;
12. Jun 99;;;;;;;;;;;;;;;;;;
13. Jun 99;;;;;;;;;;;;;;;;;;
14. Jun 99;;;;;;;;;;;;;;;;;;
15. Jun 99;;;;;;;;;;;;;;;;;;
16. Jun 99;;;;;;;;;;;;;;;;;;
17. Jun 99;;;;;;;;;;;;;;;;;;
18. Jun 99;;;;;;;;;;;;;;;;;;
19. Jun 99;;;;;;;;;;;;;;;;;;
20. Jun 99;;;;;;;;;;;;;;;;;;
21. Jun 99;;;;;;;;;;;;;;;;;;
22. Jun 99;;;;;;;;;;;;;;;;;;
23. Jun 99;;;;;;;;;;;;;;;;;;
24. Jun 99;;;;;;;;;;;;;;;;;;
25. Jun 99;;;;;;;;;;;;;;;;;;
26. Jun 99;;;;;;;;;;;;;;;;;;
27. Jun 99;;;;;;;;;;;;;;;;;;
28. Jun 99;;;;;;;;;;;;;;;;;;
29. Jun 99;;;;;;;;;;;;;;;;;;
30. Jun 99;;;;;;;;;;;;;;;;;;
01. Jul 99;;;;;;;;;;;;;;;;;;
02. Jul 99;;;;;;;;;;;;;;;;;;
03. Jul 99;;;;;;;;;;;;;;;;;;
04. Jul 99;;;;;;;;;;;;;;;;;;
05. Jul 99;;;;;;;;;;;;;;;;;;
06. Jul 99;;;;;;;;;;;;;;;;;;
07. Jul 99;;;;;;;;;;;;;;;;;;
08. Jul 99;;;;;;;;;;;;;;;;;;
09. Jul 99;;;;;;;;;;;;;;;;;;
10. Jul 99;;;;;;;;;;;;;;;;;;
11. Jul 99;;;;;;;;;;;;;;;;;;
12. Jul 99;;;;;;;;;;;;;;;;;;
13. Jul 99;;;;;;;;;;;;;;;;;;
14. Jul 99;;;;;;;;;;;;;;;;;;
15. Jul 99;;;;;;;;;;;;;;;;;;
16. Jul 99;;;;;;;;;;;;;;;;;;
17. Jul 99;;;;;;;;;;;;;;;;;;
18. Jul 99;;;;;;;;;;;;;;;;;;
19. Jul 99;;;;;;;;;;;;;;;;;;
20. Jul 99;;;;;;;;;;;;;;;;;;
21. Jul 99;;;;;;;;;;;;;;;;;;
22. Jul 99;;;;;;;;;;;;;;;;;;
23. Jul 99;;;;;;;;;;;;;;;;;;
24. Jul 99;;;;;;;;;;;;;;;;;;
25. Jul 99;;;;;;;;;;;;;;;;;;
26. Jul 99;;;;;;;;;;;;;;;;;;
27. Jul 99;;;;;;;;;;;;;;;;;;
28. Jul 99;;;;;;;;;;;;;;;;;;
29. Jul 99;;;;;;;;;;;;;;;;;;
30. Jul 99;;;;;;;;;;;;;;;;;;
31. Jul 99;;;;;;;;;;;;;;;;;;
01. Aug 99;;;;;;;;;;;;;;;;;;
02. Aug 99;;;;;;;;;;;;;;;;;;
03. Aug 99;;;;;;;;;;;;;;;;0.170097142;;
04. Aug 99;;;;;;;;;;;;;;;;0.281356617;;
05. Aug 99;;;;;;;;;;;;;;;;0.359310093;;
06. Aug 99;;;;;;;;;;;;;;;;0.434716324;;
07. Aug 99;;;;;;;;;;;;;;;;0.499184715;;
08. Aug 99;;;;;;;;;;;;;;;;0.468051194;;
09. Aug 99;;;;;;;;;;;;;;;;0.256491408;;
10. Aug 99;;;;;;;;;;;;;;;;0.023307178;;
11. Aug 99;;;;;;;;;;;;;;;;;;
12. Aug 99;;;;;;;;;;;;;;;;;;
13. Aug 99;;;;;;;;;;;;;;;;0.043417724;;
14. Aug 99;;;;;;;;;;;;;;;;0.112529158;;
15. Aug 99;;;;;;;;;;;;;;;;0.038582014;;
16. Aug 99;;;;;;;;;;;;;;;;;;
17. Aug 99;;;;;;;;;;;;;;;;;;
18. Aug 99;;;;;;;;;;;;;;;;;;
19. Aug 99;;;;;;;;;;;;;;;;;;
20. Aug 99;;;;;;;;;;;;;;;;;;
21. Aug 99;;;;;;;;;;;;;;;;;;
22. Aug 99;;;;;;;;;;;;;;;;;;
23. Aug 99;;;;;;;;;;;;;;;;;;
24. Aug 99;;;;;;;;;;;;;;;;;;
25. Aug 99;;;;;;;;;;;;;;;;;;
26. Aug 99;;;;;;;;;;;;;;;;;;
27. Aug 99;;;;;;;;;;;;;;;;;;
28. Aug 99;;;;;;;;;;;;;;;;;;
29. Aug 99;;;;;;;;;;;;;;;;;;
30. Aug 99;;;;;;;;;;;;;;;;;;
31. Aug 99;;;;;;;;;;;;;;;;;;
01. Sep 99;;;;;;;;;;;;;;;;;;
02. Sep 99;;;;;;;;;;;;;;;;;;
03. Sep 99;;;;;;;;;;;;;;;;;;
04. Sep 99;;;;;;;;;;;;;;;;;;
05. Sep 99;;;;;;;;;;;;;;;;;;
06. Sep 99;;;;;;;;;;;;;;;;;;
07. Sep 99;;;;;;;;;;;;;;;;;;
08. Sep 99;;;;;;;;;;;;;;;;;;
09. Sep 99;;;;;;;;;;;;;;;;;;
10. Sep 99;;;;;;;;;;;;;;;;;;
11. Sep 99;;;;;;;;;;;;;;;;;;
12. Sep 99;;;;;;;;;;;;;;;;;;
13. Sep 99;;;;;;;;;;;;;;;;;;
14. Sep 99;;;;;;;;;;;;;;;;;;
15. Sep 99;;;;;;;;;;;;;;;;;;
16. Sep 99;;;;;;;;;;;;;;;;;;
17. Sep 99;;;;;;;;;;;;;;;;;;
18. Sep 99;;;;;;;;;;;;;;;;;;
19. Sep 99;;;;;;;;;;;;;;;;;;
20. Sep 99;;;;;;;;;;;;;;;;;;
21. Sep 99;;;;;;;;;;;;;;;;;;
22. Sep 99;;;;;;;;;;;;;;;;;;
23. Sep 99;;;;;;;;;;;;;;;;;;
24. Sep 99;;;;;;;;;;;;;;;;;;
25. Sep 99;;;;;;;;;;;;;;;;;;
26. Sep 99;;;;;;;;;;;;;;;;;;
27. Sep 99;;;;;;;;;;;;;;;;;;
28. Sep 99;;;;;;;;;;;;;;;;;;
29. Sep 99;;;;;;;;;;;;;;;;;;
30. Sep 99;;;;;;;;;;;;;;;;;;
01-OCT-1999;;;;;;;;;;;;;;;;;;
02-OCT-1999;;;;;;;;;;;;;;;;;;
03-OCT-1999;;;;;;;;;;;;;;;;;;
04-OCT-1999;;;;;;;;;;;;;;;;;;
05-OCT-1999;;;;;;;;;;;;;;;;;;
06-OCT-1999;;;;;;;;;;;;;;;;;;
07-OCT-1999;;;;;;;;;;;;;;;;;;
08-OCT-1999;;;;;;;;;;;;;;;;;;
09-OCT-1999;;;;;;;;;;;;;;;;;;
10-OCT-1999;;;;;;;;;;;;;;;;;;
11-OCT-1999;;;;;;;;;;;;;;;;;;
12-OCT-1999;;;;;;;;;;;;;;;;;;
13-OCT-1999;;;;;;;;;;;;;;;;;;
14-OCT-1999;;;;;;;;;;;;;;;;;;
15-OCT-1999;;;;;;;;;;;;;;;;;;
16-OCT-1999;;;;;;;;;;;;;;;;;;
17-OCT-1999;;;;;;;;;;;;;;;;;;
18-OCT-1999;;;;;;;;;;;;;;;;;;
19-OCT-1999;;;;;;;;;;;;;;;;;;
20-OCT-1999;;;;;;;;;;;;;;;;;;
21-OCT-1999;;;;;;;;;;;;;;;;;;
22-OCT-1999;;;;;;;;;;;;;;;;;;
23-OCT-1999;;;;;;;;;;;;;;;;;;
24-OCT-1999;;;;;;;;;;;;;;;;;;
25-OCT-1999;;;;;;;;;;;;;;;;;;
26-OCT-1999;;;;;;;;;;;;;;;;;;
27-OCT-1999;;;;;;;;;;;;;;;;;;
28-OCT-1999;;;;;;;;;;;;;;;;;;
29-OCT-1999;;;;;;;;;;;;;;;;;;
30-OCT-1999;;;;;;;;;;;;;;;;;;
31-OCT-1999;;;;;;;;;;;;;;;;;;
01. Nov 99;;;;;;;;;;;;;;;;;;
02. Nov 99;;;;;;;;;;;;;;;;;;
03. Nov 99;;;;;;;;;;;;;;;;;;
04. Nov 99;;;;;;;;;;;;;;;;;;
05. Nov 99;;;;;;;;;;;;;;;;;;
06. Nov 99;;;;;;;;;;;;;;;;;;
07. Nov 99;;;;;;;;;;;;;;;;;;
08. Nov 99;;;;;;;;;;;;;;;;;;
09. Nov 99;;;;;;;;;;;;;;;;;;
10. Nov 99;;;;;;;;;;;;;;;;;;
11. Nov 99;;;;;;;;;;;;;;;;;;
12. Nov 99;;;;;;;;;;;;;;;;;;
13. Nov 99;;;;;;;;;;;;;;;;;;
14. Nov 99;;;;;;;;;;;;;;;;;;
15. Nov 99;;;;;;;;;;;;;;;;;;
16. Nov 99;;;;;;;;;;;;;;;;;;
17. Nov 99;;;;;;;;;;;;;;;;;;
18. Nov 99;;;;;;;;;;;;;;;;;;
19. Nov 99;;;;;;;;;;;;;;;;;;
20. Nov 99;;;;;;;;;;;;;;;;;;
21. Nov 99;;;;;;;;;;;;;;;;;;
22. Nov 99;;;;;;;;;;;;;;;;;;
23. Nov 99;;;;;;;;;;;;;;;;;;
24. Nov 99;;;;;;;;;;;;;;;;;;
25. Nov 99;;;;;;;;;;;;;;;;;;
26. Nov 99;;;;;;;;;;;;;;;;;;
27. Nov 99;;;;;;;;;;;;;;;;;;
28. Nov 99;;;;;;;;;;;;;;;;;;
29. Nov 99;;;;;;;;;;;;;;;;;;
30. Nov 99;;;;;;;;;;;;;;;;;;
01-DEC-1999;;;;;;;;;;;;;;;;;;
02-DEC-1999;;;;;;;;;;;;;;;;;;
03-DEC-1999;;;;;;;;;;;;;;;;;;
04-DEC-1999;;;;;;;;;;;;;;;;;;
05-DEC-1999;;;;;;;;;;;;;;;;;;
06-DEC-1999;;;;;;;;;;;;;;;;;;
07-DEC-1999;;;;;;;;;;;;;;;;;;
08-DEC-1999;;;;;;;;;;;;;;;;;;
09-DEC-1999;;;;;;;;;;;;;;;;;;
10-DEC-1999;;;;;;;;;;;;;;;;;;
11-DEC-1999;;;;;;;;;;;;;;;;;;
12-DEC-1999;;;;;;;;;;;;;;;;;;
13-DEC-1999;;;;;;;;;;;;;;;;;;
14-DEC-1999;;;;;;;;;;;;;;;;;;
15-DEC-1999;;;;;;;;;;;;;;;;;;
16-DEC-1999;;;;;;;;;;;;;;;;;;
17-DEC-1999;;;;;;;;;;;;;;;;;;
18-DEC-1999;;;;;;;;;;;;;;;;;;
19-DEC-1999;;;;;;;;;;;;;;;;;;
20-DEC-1999;;;;;;;;;;;;;;;;;;
21-DEC-1999;;;;;;;;;;;;;;;;;;
22-DEC-1999;;;;;;;;;;;;;;;;;;
23-DEC-1999;;;;;;;;;;;;;;;;;;
24-DEC-1999;;;;;;;;;;;;;;;;;;
25-DEC-1999;;;;;;;;;;;;;;;;;;
26-DEC-1999;;;;;;;;;;;;;;;;;;
27-DEC-1999;;;;;;;;;;;;;;;;;;
28-DEC-1999;;;;;;;;;;;;;;;;;;
29-DEC-1999;;;;;;;;;;;;;;;;;;
30-DEC-1999;;;;;;;;;;;;;;;;;;
31-DEC-1999;;;;;;;;;;;;;;;;;;
01. Jan 00;;;;;;;;;;;;;;;;;;
02. Jan 00;;;;;;;;;;;;;;;;;;
03. Jan 00;;;;;;;;;;;;;;;;;;
04. Jan 00;;;;;;;;;;;;;;;;;;
05. Jan 00;;;;;;;;;;;;;;;;;;
06. Jan 00;;;;;;;;;;;;;;;;;;
07. Jan 00;;;;;;;;;;;;;;;;;;
08. Jan 00;;;;;;;;;;;;;;;;;;
09. Jan 00;;;;;;;;;;;;;;;;;;
10. Jan 00;;;;;;;;;;;;;;;;;;
11. Jan 00;;;;;;;;;;;;;;;;;;
12. Jan 00;;;;;;;;;;;;;;;;;;
13. Jan 00;;;;;;;;;;;;;;;;;;
14. Jan 00;;;;;;;;;;;;;;;;;;
15. Jan 00;;;;;;;;;;;;;;;;;;
16. Jan 00;;;;;;;;;;;;;;;;;;
17. Jan 00;;;;;;;;;;;;;;;;;;
18. Jan 00;;;;;;;;;;;;;;;;;;
19. Jan 00;;;;;;;;;;;;;;;;;;
20. Jan 00;;;;;;;;;;;;;;;;;;
21. Jan 00;;;;;;;;;;;;;;;;;;
22. Jan 00;;;;;;;;;;;;;;;;;;
23. Jan 00;;;;;;;;;;;;;;;;;;
24. Jan 00;;;;;;;;;;;;;;;;;;
25. Jan 00;;;;;;;;;;;;;;;;;;
26. Jan 00;;;;;;;;;;;;;;;;;;
27. Jan 00;;;;;;;;;;;;;;;;;;
