;baltic_sea;british_columbia;eastern_bering_sea;evhoe;fr_cgfs;gulf_of_mexico;gulf_of_alaska;gsl_s;ie_igfs;neus;nigfs;nor_bts;ns_ibts;pt_ibts;scotian_shelf;southeast;swc_ibts;west_coast 
17-MAR-1999;;;;;;;;;;;;;;;;;;
18-MAR-1999;;;;;;;;;;;;;;;;;;
19-MAR-1999;;;;;;;;;;;;;;;;;;
20-MAR-1999;;;;;;;;;;;;;;;;;;
21-MAR-1999;;;;;;;;;;;;;;;;;;
22-MAR-1999;;;;;;;;;;;;;;;;;;
23-MAR-1999;;;;;;;;;;;;;;;;;;
24-MAR-1999;;;;;;;;;;;;;;;;;;
25-MAR-1999;;;;;;;;;;;;;;;;;;
26-MAR-1999;;;;;;;;;;;;;;;;;;
27-MAR-1999;;;;;;;;;;;;;;;;;;
28-MAR-1999;;;;;;;;;;;;;;;;;;
29-MAR-1999;;;;;;;;;;;;;;;;;;
30-MAR-1999;;;;;;;;;;;;;;;;;;
31-MAR-1999;;;;;;;;;;;;;;;;;;
01. Apr 99;;;;;;;;;;;;;;;;;;
02. Apr 99;;;;;;;;;;;;;;;;;;
03. Apr 99;;;;;;;;;;;;;;;;;;
04. Apr 99;;;;;;;;;;;;;;;;;;
05. Apr 99;;;;;;;;;;;;;;;;;;
06. Apr 99;;;;;;;;;;;;;;;;;;
07. Apr 99;;;;;;;;;;;;;;;;;;
08. Apr 99;;;;;;;;;;;;;;;;;;
09. Apr 99;;;;;;;;;;;;;;;;;;
10. Apr 99;;;;;;;;;;;;;;;;;;
11. Apr 99;;;;;;;;;;;;;;;;;;
12. Apr 99;;;;;;;;;;;;;;;;;;
13. Apr 99;;;;;;;;;;;;;;;;;;
14. Apr 99;;;;;;;;;;;;;;;;;;
15. Apr 99;;;;;;;;;;;;;;;;;;
16. Apr 99;;;;;;;;;;;;;;;;;;
17. Apr 99;;;;;;;;;;;;;;;;;;
18. Apr 99;;;;;;;;;;;;;;;;;;
19. Apr 99;;;;;;;;;;;;;;;;;;
20. Apr 99;;;;;;;;;;;;;;;;;;
21. Apr 99;;;;;;;;;;;;;;;;;;
22. Apr 99;;;;;;;;;;;;;;;;;;
23. Apr 99;;;;;;;;;;;;;;;;;;
24. Apr 99;;;;;;;;;;;;;;;;;;
25. Apr 99;;;;;;;;;;;;;;;;;;
26. Apr 99;;;;;;;;;;;;;;;;;;
27. Apr 99;;;;;;;;;;;;;;;;;;
28. Apr 99;;;;;;;;;;;;;;;;;;
29. Apr 99;;;;;;;;;;;;;;;;;;
30. Apr 99;;;;;;;;;;;;;;;;;;
01-MAY-1999;;;;;;;;;;;;;;;;;;
02-MAY-1999;;;;;;;;;;;;;;;;;;
03-MAY-1999;;;;;;;;;;;;;;;;;;
04-MAY-1999;;;;;;;;;;;;;;;;;;
05-MAY-1999;;;;;;;;;;;;;;;;;;
06-MAY-1999;;;;;;;;;;;;;;;;;;
07-MAY-1999;;;;;;;;;;;;;;;;;;
08-MAY-1999;;;;;;;;;;;;;;;;;;
09-MAY-1999;;;;;;;;;;;;;;;;;;
10-MAY-1999;;;;;;;;;;;;;;;;;;
11-MAY-1999;;;;;;;;;;;;;;;;;;
12-MAY-1999;;;;;;;;;;;;;;;;;;
13-MAY-1999;;;;;;;;;;;;;;;;;;
14-MAY-1999;;;;;;;;;;;;;;;;;;
15-MAY-1999;;;;;;;;;;;;;;;;;;
16-MAY-1999;;;;;;;;;;;;;;;;;;
17-MAY-1999;;;;;;;;;;;;;;;;;;
18-MAY-1999;;;;;;;;;;;;;;;;;;
19-MAY-1999;;;;;;;;;;;;;;;;;;
20-MAY-1999;;;;;;;;;;;;;;;;;;
21-MAY-1999;;;;;;;;;;;;;;;;;;
22-MAY-1999;;;;;;;;;;;;;;;;;;
23-MAY-1999;;;;;;;;;;;;;;;;;;
24-MAY-1999;;;;;;;;;;;;;;;;;;
25-MAY-1999;;;;;;;;;;;;;;;;;;
26-MAY-1999;;;;;;;;;;;;;;;;;;
27-MAY-1999;;;;;;;;;;;;;;;;;;
28-MAY-1999;;;;;;;;;;;;;;;;;;
29-MAY-1999;;;;;;;;;;;;;;;;;;
30-MAY-1999;;;;;;;;;;;;;;;;;;
31-MAY-1999;;;;;;;;;;;;;;;;;;
01. Jun 99;;;;;;;;;;;;;;;;;;
02. Jun 99;;;;;;;;;;;;;;;;;;
03. Jun 99;;;;;;;;;;;;;;;;;;
04. Jun 99;;;;;;;;;;;;;;;;;;
05. Jun 99;;;;;;;;;;;;;;;;;;
06. Jun 99;;;;;;;;;;;;;;;;;;
07. Jun 99;;;;;;;;;;;;;;;;;;
08. Jun 99;;;;;;;;;;;;;;;;;;
09. Jun 99;;;;;;;;;;;;;;;;;;
10. Jun 99;;;;;;;;;;;;;;;;;;
11. Jun 99;;;;;;;;;;;;;;;;;;
12. Jun 99;;;;;;;;;;;;;;;;;;
13. Jun 99;;;;;;;;;;;;;;;;;;
14. Jun 99;;;;;;;;;;;;;;;;;;
15. Jun 99;;;;;;;;;;;;;;;;;;
16. Jun 99;;;;;;;;;;;;;;;;;;
17. Jun 99;;;;;;;;;;;;;;;;;;
18. Jun 99;;;;;;;;;;;;;;;;;;
19. Jun 99;;;;;;;;;;;;;;;;;;
20. Jun 99;;;;;;;;;;;;;;;;;;
21. Jun 99;;;;;;;;;;;;;;;;;;
22. Jun 99;;;;;;;;;;;;;;;;;;
23. Jun 99;;;;;;;;;;;;;;;;;;
24. Jun 99;;;;;;;;;;;;;;;;;;
25. Jun 99;;;;;;;;;;;;;;;;;;
26. Jun 99;;;;;;;;;;;;;;;;;;
27. Jun 99;;;;;;;;;;;;;;;;;;
28. Jun 99;;;;;;;;;;;;;;;;;;
29. Jun 99;;;;;;;;;;;;;;;;;;
30. Jun 99;;;;;;;;;;;;;;;;;;
01. Jul 99;;;;;;;;;;;;;;;;;;
02. Jul 99;;;;;;;;;;;;;;;;;;
03. Jul 99;;;;;;;;;;;;;;;;;;
04. Jul 99;;;;;;;;;;;;;;;;;;
05. Jul 99;;;;;;;;;;;;;;;;;;
06. Jul 99;;;;;;;;;;;;;;;;;;
07. Jul 99;;;;;;;;;;;;;;;;;;
08. Jul 99;;;;;;;;;;;;;;;;;;
09. Jul 99;;;;;;;;;;;;;;;;;;
10. Jul 99;;;;;;;;;;;;;;;;;;
11. Jul 99;;;;;;;;;;;;;;;;;;
12. Jul 99;;;;;;;;;;;;;;;;;;
13. Jul 99;;;;;;;;;;;;;;;;;;
14. Jul 99;;;;;;;;;;;;;;;;;;
15. Jul 99;;;;;;;;;;;;;;;;;;
16. Jul 99;;;;;;;;;;;;;;;;;;
17. Jul 99;;;;;;;;;;;;;;;;;;
18. Jul 99;;;;;;;;;;;;;;;;;;
19. Jul 99;;;;;;;;;;;;;;;;;;
20. Jul 99;;;;;;;;;;;;;;;;;;
21. Jul 99;;;;;;;;;;;;;;;;;;
22. Jul 99;;;;;;;;;;;;;;;;;;
23. Jul 99;;;;;;;;;;;;;;;;;;
24. Jul 99;;;;;;;;;;;;;;;;;;
25. Jul 99;;;;;;;;;;;;;;;;;;
26. Jul 99;;;;;;;;;;;;;;;;;;
27. Jul 99;;;;;;;;;;;;;;;;;;
28. Jul 99;;;;;;;;;;;;;;;;;;
29. Jul 99;;;;;;;;;;;;;;;;;;
30. Jul 99;;;;;;;;;;;;;;;;;;
31. Jul 99;;;;;;;;;;;;;;;;;;
01. Aug 99;;;;;;;;;;;;;;;;;;
02. Aug 99;;;;;;;;;;;;;;;;;;
03. Aug 99;;;;;;;;;;;;;;;;0.101667106;;
04. Aug 99;;;;;;;;;;;;;;;;0.212953342;;
05. Aug 99;;;;;;;;;;;;;;;;0.290933395;;
06. Aug 99;;;;;;;;;;;;;;;;0.366366217;;
07. Aug 99;;;;;;;;;;;;;;;;0.430861301;;
08. Aug 99;;;;;;;;;;;;;;;;0.399754522;;
09. Aug 99;;;;;;;;;;;;;;;;0.188221266;;
10. Aug 99;;;;;;;;;;;;;;;;;;
11. Aug 99;;;;;;;;;;;;;;;;;;
12. Aug 99;;;;;;;;;;;;;;;;;;
13. Aug 99;;;;;;;;;;;;;;;;;;
14. Aug 99;;;;;;;;;;;;;;;;0.04439235;;
15. Aug 99;;;;;;;;;;;;;;;;;;
16. Aug 99;;;;;;;;;;;;;;;;;;
17. Aug 99;;;;;;;;;;;;;;;;;;
18. Aug 99;;;;;;;;;;;;;;;;;;
19. Aug 99;;;;;;;;;;;;;;;;;;
20. Aug 99;;;;;;;;;;;;;;;;;;
21. Aug 99;;;;;;;;;;;;;;;;;;
22. Aug 99;;;;;;;;;;;;;;;;;;
23. Aug 99;;;;;;;;;;;;;;;;;;
24. Aug 99;;;;;;;;;;;;;;;;;;
25. Aug 99;;;;;;;;;;;;;;;;;;
26. Aug 99;;;;;;;;;;;;;;;;;;
27. Aug 99;;;;;;;;;;;;;;;;;;
28. Aug 99;;;;;;;;;;;;;;;;;;
29. Aug 99;;;;;;;;;;;;;;;;;;
30. Aug 99;;;;;;;;;;;;;;;;;;
31. Aug 99;;;;;;;;;;;;;;;;;;
01. Sep 99;;;;;;;;;;;;;;;;;;
02. Sep 99;;;;;;;;;;;;;;;;;;
03. Sep 99;;;;;;;;;;;;;;;;;;
04. Sep 99;;;;;;;;;;;;;;;;;;
05. Sep 99;;;;;;;;;;;;;;;;;;
06. Sep 99;;;;;;;;;;;;;;;;;;
07. Sep 99;;;;;;;;;;;;;;;;;;
08. Sep 99;;;;;;;;;;;;;;;;;;
09. Sep 99;;;;;;;;;;;;;;;;;;
10. Sep 99;;;;;;;;;;;;;;;;;;
11. Sep 99;;;;;;;;;;;;;;;;;;
12. Sep 99;;;;;;;;;;;;;;;;;;
13. Sep 99;;;;;;;;;;;;;;;;;;
14. Sep 99;;;;;;;;;;;;;;;;;;
15. Sep 99;;;;;;;;;;;;;;;;;;
16. Sep 99;;;;;;;;;;0.050188167;;;;;;;;
17. Sep 99;;;;;;;;;;0.056056912;;;;;;;;
18. Sep 99;;;;;;;;;;0.064761637;;;;;;;;
19. Sep 99;;;;;;;;;;0.028512625;;;;;;;;
20. Sep 99;;;;;;;;;;0.027835722;;;;;;;;
21. Sep 99;;;;;;;;;;0.062442889;;;;;;;;
22. Sep 99;;;;;;;;;;0.089476082;;;;;;;;
23. Sep 99;;;;;;;;;;0.10880353;;;;;;;;
24. Sep 99;;;;;;;;;;0.136223447;;;;;;;;
25. Sep 99;;;;;;;;;;0.129339674;;;;;;;;
26. Sep 99;;;;;;;;;;0.102164222;;;;;;;;
27. Sep 99;;;;;;;;;;0.11229114;;;;;;;;
28. Sep 99;;;;;;;;;;0.141193467;;;;;;;;
29. Sep 99;;;;;;;;;;0.175760548;;;;;;;;
30. Sep 99;;;;;;;;;;0.193583923;;;;;;;;
01-OCT-1999;;;;;;;;;;0.194648727;;;;;;;;
02-OCT-1999;;;;;;;;;;0.208761097;;;;;;;;
03-OCT-1999;;;;;;;;;;0.217159509;;;;;;;;
04-OCT-1999;;;;;;;;;;0.211409517;;;;;;;;
05-OCT-1999;;;;;;;;;;0.194474983;;;;;;;;
06-OCT-1999;;;;;;;;;;0.201640376;;;;;;;;
07-OCT-1999;;;;;;;;;;0.221631548;;;;;;;;
08-OCT-1999;;;;;;;;;;0.241019444;;;;;;;;
09-OCT-1999;;;;;;;;;;0.250475367;;;;;;;;
10-OCT-1999;;;;;;;;;;0.250524087;;;;;;;;
11-OCT-1999;;;;;;;;;;0.248078774;;;;;;;;
12-OCT-1999;;;;;;;;;;0.266496007;;;;;;;;
13-OCT-1999;;;;;;;;;;0.29127422;;;;;;;;
14-OCT-1999;;;;;;;;;;0.294793898;;;;;;;;
15-OCT-1999;;;;;;;;;;0.282927757;;;;;;;;
16-OCT-1999;;;;;;;;;;0.263911028;;;;;;;;
17-OCT-1999;;;;;;;;;;0.254881416;;;;;;;;
18-OCT-1999;;;;;;;;;;0.257966887;;;;;;;;
19-OCT-1999;;;;;;;;;;0.252778097;;;;;;;;
20-OCT-1999;;;;;;;;;;0.24585674;;;;;;;;
21-OCT-1999;;;;;;;;;;0.234716717;;;;;;;;
22-OCT-1999;;;;;;;;;;0.221872953;;;;;;;;
23-OCT-1999;;;;;;;;;;0.205431491;;;;;;;;
24-OCT-1999;;;;;;;;;;0.158815351;;;;;;;;
25-OCT-1999;;;;;;;;;;0.11210887;;;;;;;;
26-OCT-1999;;;;;;;;;;0.076417326;;;;;;;;
27-OCT-1999;;;;;;;;;;0.058496649;;;;;;;;
28-OCT-1999;;;;;;;;;;0.033818689;;;;;;;;
29-OCT-1999;;;;;;;;;;;;;;;;;;
30-OCT-1999;;;;;;;;;;0.002587126;;;;;;;;
31-OCT-1999;;;;;;;;;;0.015088893;;;;;;;;
01. Nov 99;;;;;;;;;;0.045163574;;;;;;;;
02. Nov 99;;;;;;;;;;0.07438913;;;;;;;;
03. Nov 99;;;;;;;;;;0.08357607;;;;;;;;
04. Nov 99;;;;;;;;;;0.083477368;;;;;;;;
05. Nov 99;;;;;;;;;;0.077723454;;;;;;;;
06. Nov 99;;;;;;;;;;0.075140547;;;;;0.00532635;;;
07. Nov 99;;;;;;;;;;0.056865062;;;;;0.018436312;;;
08. Nov 99;;;;;;;;;;;;;;;0.019006169;;;
09. Nov 99;;;;;;;;;;;;;;;0.015225108;;;
10. Nov 99;;;;;;;;;;;;;;;0.009633198;;;
11. Nov 99;;;;;;;;;;;;;;;0.004999616;;;
12. Nov 99;;;;;;;;;;;;;;;;;;
13. Nov 99;;;;;;;;;;;;;;;;;;
14. Nov 99;;;;;;;;;;;;;;;;;;
15. Nov 99;;;;;;;;;;;;;;;;;;
16. Nov 99;;;;;;;;;;;;;;;;;;
17. Nov 99;;;;;;;;;;;;;;;;;;
18. Nov 99;;;;;;;;;;;;;;;;;;
19. Nov 99;;;;;;;;;;;;;;;;;;
20. Nov 99;;;;;;;;;;;;;;;;;;
21. Nov 99;;;;;;;;;;;;;;;;;;
22. Nov 99;;;;;;;;;;;;;;;;;;
23. Nov 99;;;;;;;;;;;;;;;;;;
24. Nov 99;;;;;;;;;;;;;;;;;;
25. Nov 99;;;;;;;;;;;;;;;;;;
26. Nov 99;;;;;;;;;;;;;;;;;;
27. Nov 99;;;;;;;;;;;;;;;;;;
28. Nov 99;;;;;;;;;;;;;;;;;;
29. Nov 99;;;;;;;;;;;;;;;;;;
30. Nov 99;;;;;;;;;;;;;;;;;;
01-DEC-1999;;;;;;;;;;;;;;;;;;
02-DEC-1999;;;;;;;;;;;;;;;;;;
03-DEC-1999;;;;;;;;;;;;;;;;;;
04-DEC-1999;;;;;;;;;;;;;;;;;;
05-DEC-1999;;;;;;;;;;;;;;;;;;
06-DEC-1999;;;;;;;;;;;;;;;;;;
07-DEC-1999;;;;;;;;;;;;;;;;;;
08-DEC-1999;;;;;;;;;;;;;;;;;;
09-DEC-1999;;;;;;;;;;;;;;;;;;
10-DEC-1999;;;;;;;;;;;;;;;;;;
11-DEC-1999;;;;;;;;;;;;;;;;;;
12-DEC-1999;;;;;;;;;;;;;;;;;;
13-DEC-1999;;;;;;;;;;;;;;;;;;
14-DEC-1999;;;;;;;;;;;;;;;;;;
15-DEC-1999;;;;;;;;;;;;;;;;;;
16-DEC-1999;;;;;;;;;;;;;;;;;;
17-DEC-1999;;;;;;;;;;;;;;;;;;
18-DEC-1999;;;;;;;;;;;;;;;;;;
19-DEC-1999;;;;;;;;;;;;;;;;;;
20-DEC-1999;;;;;;;;;;;;;;;;;;
21-DEC-1999;;;;;;;;;;;;;;;;;;
22-DEC-1999;;;;;;;;;;;;;;;;;;
23-DEC-1999;;;;;;;;;;;;;;;;;;
24-DEC-1999;;;;;;;;;;;;;;;;;;
25-DEC-1999;;;;;;;;;;;;;;;;;;
26-DEC-1999;;;;;;;;;;;;;;;;;;
27-DEC-1999;;;;;;;;;;;;;;;;;;
28-DEC-1999;;;;;;;;;;;;;;;;;;
29-DEC-1999;;;;;;;;;;;;;;;;;;
30-DEC-1999;;;;;;;;;;;;;;;;;;
31-DEC-1999;;;;;;;;;;;;;;;;;;
01. Jan 00;;;;;;;;;;;;;;;;;;
02. Jan 00;;;;;;;;;;;;;;;;;;
03. Jan 00;;;;;;;;;;;;;;;;;;
04. Jan 00;;;;;;;;;;;;;;;;;;
05. Jan 00;;;;;;;;;;;;;;;;;;
06. Jan 00;;;;;;;;;;;;;;;;;;
07. Jan 00;;;;;;;;;;;;;;;;;;
08. Jan 00;;;;;;;;;;;;;;;;;;
09. Jan 00;;;;;;;;;;;;;;;;;;
10. Jan 00;;;;;;;;;;;;;;;;;;
11. Jan 00;;;;;;;;;;;;;;;;;;
12. Jan 00;;;;;;;;;;;;;;;;;;
13. Jan 00;;;;;;;;;;;;;;;;;;
14. Jan 00;;;;;;;;;;;;;;;;;;
15. Jan 00;;;;;;;;;;;;;;;;;;
16. Jan 00;;;;;;;;;;;;;;;;;;
17. Jan 00;;;;;;;;;;;;;;;;;;
18. Jan 00;;;;;;;;;;;;;;;;;;
19. Jan 00;;;;;;;;;;;;;;;;;;
20. Jan 00;;;;;;;;;;;;;;;;;;
21. Jan 00;;;;;;;;;;;;;;;;;;
22. Jan 00;;;;;;;;;;;;;;;;;;
23. Jan 00;;;;;;;;;;;;;;;;;;
24. Jan 00;;;;;;;;;;;;;;;;;;
25. Jan 00;;;;;;;;;;;;;;;;;;
26. Jan 00;;;;;;;;;;;;;;;;;;
27. Jan 00;;;;;;;;;;;;;;;;;;
28. Jan 00;;;;;;;;;;;;;;;;;;
29. Jan 00;;;;;;;;;;;;;;;;;;
30. Jan 00;;;;;;;;;;;;;;;;;;
31. Jan 00;;;;;;;;;;;;;;;;;;
01. Feb 00;;;;;;;;;;;;;;;;;;
02. Feb 00;;;;;;;;;;;;;;;;;;
03. Feb 00;;;;;;;;;;;;;;;;;;
04. Feb 00;;;;;;;;;;;;;;;;;;
05. Feb 00;;;;;;;;;;;;;;;;;;
06. Feb 00;;;;;;;;;;;;;;;;;;
07. Feb 00;;;;;;;;;;;;;;;;;;
08. Feb 00;;;;;;;;;;;;;;;;;;
09. Feb 00;;;;;;;;;;;;;;;;;;
10. Feb 00;;;;;;;;;;;;;;;;;;
11. Feb 00;;;;;;;;;;;;;;;;;;
12. Feb 00;;;;;;;;;;;;;;;;;;
13. Feb 00;;;;;;;;;;;;;;;;;;
14. Feb 00;;;;;;;;;;;;;;;;;;
15. Feb 00;;;;;;;;;;;;;;;;;;
16. Feb 00;;;;;;;;;;;;;;;;;;
17. Feb 00;;;;;;;;;;;;;;;;;;
18. Feb 00;;;;;;;;;;;;;;;;;;
19. Feb 00;;;;;;;;;;;;;;;;;;
20. Feb 00;;;;;;;;;;;;;;;;;;
21. Feb 00;;;;;;;;;;;;;;;;;;
22. Feb 00;;;;;;;;;;;;;;;;;;
23. Feb 00;;;;;;;;;;;;;;;;;;
24. Feb 00;;;;;;;;;;;;;;;;;;
25. Feb 00;;;;;;;;;;;;;;;;;;
26. Feb 00;;;;;;;;;;;;;;;;;;
27. Feb 00;;;;;;;;;;;;;;;;;;
28. Feb 00;;;;;;;;;;;;;;;;;;
01-MAR-2000;;;;;;;;;;;;;;;;;;
02-MAR-2000;;;;;;;;;;;;;;;;;;
03-MAR-2000;;;;;;;;;;;;;;;;;;
04-MAR-2000;;;;;;;;;;;;;;;;;;
05-MAR-2000;;;;;;;;;;;;;;;;;;
06-MAR-2000;;;;;;;;;;;;;;;;;;
07-MAR-2000;;;;;;;;;;;;;;;;;;
08-MAR-2000;;;;;;;;;;;;;;;;;;
09-MAR-2000;;;;;;;;;;;;;;;;;;
10-MAR-2000;;;;;;;;;;;;;;;;;;
11-MAR-2000;;;;;;;;;;;;;;;;;;
12-MAR-2000;;;;;;;;;;;;;;;;;;
13-MAR-2000;;;;;;;;;;;;;;;;;;
14-MAR-2000;;;;;;;;;;;;;;;;;;
15-MAR-2000;;;;;;;;;;;;;;;;;;
16-MAR-2000;;;;;;;;;;;;;;;;;;
17-MAR-2000;;;;;;;;;;;;;;;;;;
18-MAR-2000;;;;;;;;;;;;;;;;;;
19-MAR-2000;;;;;;;;;;;;;;;;;;
20-MAR-2000;;;;;;;;;;;;;;;;;;
21-MAR-2000;;;;;;;;;;;;;;;;;;
22-MAR-2000;;;;;;;;;;;;;;;;;;
23-MAR-2000;;;;;;;;;;;;;;;;;;
24-MAR-2000;;;;;;;;;;;;;;;;;;
25-MAR-2000;;;;;;;;;;;;;;;;;;
26-MAR-2000;;;;;;;;;;;;;;;;;;
27-MAR-2000;;;;;;;;;;;;;;;;;;
28-MAR-2000;;;;;;;;;;;;;;;;;;
29-MAR-2000;;;;;;;;;;;;;;;;;;
30-MAR-2000;;;;;;;;;;;;;;;;;;
31-MAR-2000;;;;;;;;;;;;;;;;;;
01. Apr 00;;;;;;;;;;;;;;;;;;
02. Apr 00;;;;;;;;;;;;;;;;;;
03. Apr 00;;;;;;;;;;;;;;;;;;
04. Apr 00;;;;;;;;;;;;;;;;;;
05. Apr 00;;;;;;;;;;;;;;;;;;
06. Apr 00;;;;;;;;;;;;;;;;;;
07. Apr 00;;;;;;;;;;;;;;;;;;
08. Apr 00;;;;;;;;;;;;;;;;;;
09. Apr 00;;;;;;;;;;;;;;;;;;
10. Apr 00;;;;;;;;;;;;;;;;;;
11. Apr 00;;;;;;;;;;;;;;;;;;
12. Apr 00;;;;;;;;;;;;;;;;;;
13. Apr 00;;;;;;;;;;;;;;;;;;
14. Apr 00;;;;;;;;;;;;;;;;;;
15. Apr 00;;;;;;;;;;;;;;;;;;
16. Apr 00;;;;;;;;;;;;;;;;;;
17. Apr 00;;;;;;;;;;;;;;;;;;
18. Apr 00;;;;;;;;;;;;;;;;;;
19. Apr 00;;;;;;;;;;;;;;;;;;
20. Apr 00;;;;;;;;;;;;;;;;;;
21. Apr 00;;;;;;;;;;;;;;;;;;
22. Apr 00;;;;;;;;;;;;;;;;;;
23. Apr 00;;;;;;;;;;;;;;;;;;
24. Apr 00;;;;;;;;;;;;;;;;;;
25. Apr 00;;;;;;;;;;;;;;;;;;
26. Apr 00;;;;;;;;;;;;;;;;;;
27. Apr 00;;;;;;;;;;;;;;;;;;
28. Apr 00;;;;;;;;;;;;;;;;;;
29. Apr 00;;;;;;;;;;;;;;;;;;
30. Apr 00;;;;;;;;;;;;;;;;;;
01-MAY-2000;;;;;;;;;;;;;;;;;;
02-MAY-2000;;;;;;;;;;;;;;;;;;
03-MAY-2000;;;;;;;;;;;;;;;;;;
04-MAY-2000;;;;;;;;;;;;;;;;;;
05-MAY-2000;;;;;;;;;;;;;;;;;;
06-MAY-2000;;;;;;;;;;;;;;;;;;
07-MAY-2000;;;;;;;;;;;;;;;;;;
08-MAY-2000;;;;;;;;;;;;;;;;;;
09-MAY-2000;;;;;;;;;;;;;;;;;;
10-MAY-2000;;;;;;;;;;;;;;;;;;
11-MAY-2000;;;;;;;;;;;;;;;;;;
12-MAY-2000;;;;;;;;;;;;;;;;;;
13-MAY-2000;;;;;;;;;;;;;;;;;;
14-MAY-2000;;;;;;;;;;;;;;;;;;
15-MAY-2000;;;;;;;;;;;;;;;;;;
16-MAY-2000;;;;;;;;;;;;;;;;;;
17-MAY-2000;;;;;;;;;;;;;;;;;;
18-MAY-2000;;;;;;;;;;;;;;;;;;
19-MAY-2000;;;;;;;;;;;;;;;;;;
20-MAY-2000;;;;;;;;;;;;;;;;;;
21-MAY-2000;;;;;;;;;;;;;;;;;;
22-MAY-2000;;;;;;;;;;;;;;;;;;
23-MAY-2000;;;;;;;;;;;;;;;;;;
24-MAY-2000;;;;;;;;;;;;;;;;;;
25-MAY-2000;;;;;;;;;;;;;;;;;;
26-MAY-2000;;;;;;;;;;;;;;;;;;
27-MAY-2000;;;;;;;;;;;;;;;;;;
28-MAY-2000;;;;;;;;;;;;;;;;;;
29-MAY-2000;;;;;;;;;;;;;;;;;;
30-MAY-2000;;;;;;;;;;;;;;;;;;
31-MAY-2000;;;;;;;;;;;;;;;;;;
01. Jun 00;;;;;;;;;;;;;;;;;;
02. Jun 00;;;;;;;;;;;;;;;;;;
03. Jun 00;;;;;;;;;;;;;;;;;;
04. Jun 00;;;;;;;;;;;;;;;;;;
05. Jun 00;;;;;;;;;;;;;;;;;;
06. Jun 00;;;;;;;;;;;;;;;;;;
07. Jun 00;;;;;;;;;;;;;;;;;;
08. Jun 00;;;;;;;;;;;;;;;;;;
09. Jun 00;;;;;;;;;;;;;;;;;;
10. Jun 00;;;;;;;;;;;;;;;;;;
11. Jun 00;;;;;;;;;;;;;;;;;;
12. Jun 00;;;;;;;;;;;;;;;;;;
13. Jun 00;;;;;;;;;;;;;;;;;;
14. Jun 00;;;;;;;;;;;;;;;;;;
15. Jun 00;;;;;;;;;;;;;;;;;;
16. Jun 00;;;;;;;;;;;;;;;;;;
17. Jun 00;;;;;;;;;;;;;;;;;;
18. Jun 00;;;;;;;;;;;;;;;;;;
19. Jun 00;;;;;;;;;;;;;;;;;;
20. Jun 00;;;;;;;;;;;;;;;;;;
21. Jun 00;;;;;;;;;;;;;;;;;;
22. Jun 00;;;;;;;;;;;;;;;;;;
23. Jun 00;;;;;;;;;;;;;;;;;;
24. Jun 00;;;;;;;;;;;;;;;;;;
25. Jun 00;;;;;;;;;;;;;;;;;;
26. Jun 00;;;;;;;;;;;;;;;;;;
27. Jun 00;;;;;;;;;;;;;;;;;;
28. Jun 00;;;;;;;;;;;;;;;;;;
29. Jun 00;;;;;;;;;;;;;;;;;;
30. Jun 00;;;;;;;;;;;;;;;;;;
01. Jul 00;;;;;;;;;;;;;;;;;;
02. Jul 00;;;;;;;;;;;;;;;;;;
03. Jul 00;;;;;;;;;;;;;;;;;;
04. Jul 00;;;;;;;;;;;;;;;;;;
05. Jul 00;;;;;;;;;;;;;;;;;;
06. Jul 00;;;;;;;;;;;;;;;;;;
07. Jul 00;;;;;;;;;;;;;;;;;;
08. Jul 00;;;;;;;;;;;;;;;;;;
09. Jul 00;;;;;;;;;;;;;;;;;;
10. Jul 00;;;;;;;;;;;;;;;;;;
11. Jul 00;;;;;;;;;;;;;;;;;;
12. Jul 00;;;;;;;;;;;;;;;;;;
13. Jul 00;;;;;;;;;;;;;;;;;;
14. Jul 00;;;;;;;;;;;;;;;;;;
15. Jul 00;;;;;;;;;;;;;;;;;;
16. Jul 00;;;;;;;;;;;;;;;;;;
17. Jul 00;;;;;;;;;;;;;;;;;;
18. Jul 00;;;;;;;;;;;;;;;;;;
19. Jul 00;;;;;;;;;;;;;;;;0.19813184;;
20. Jul 00;;;;;;;;;;;;;;;;0.254322729;;
21. Jul 00;;;;;;;;;;;;;;;;0.268563791;;
22. Jul 00;;;;;;;;;;;;;;;;0.295085834;;
23. Jul 00;;;;;;;;;;;;;;;;0.171466386;;
24. Jul 00;;;;;;;;;;;;;;;;;;
25. Jul 00;;;;;;;;;;;;;;;;;;
26. Jul 00;;;;;;;;;;;;;;;;;;
27. Jul 00;;;;;;;;;;;;;;;;;;
28. Jul 00;;;;;;;;;;;;;;;;;;
29. Jul 00;;;;;;;;;;;;;;;;;;
30. Jul 00;;;;;;;;;;;;;;;;;;
31. Jul 00;;;;;;;;;;;;;;;;;;
01. Aug 00;;;;;;;;;;;;;;;;;;
02. Aug 00;;;;;;;;;;;;;;;;;;
03. Aug 00;;;;;;;;;;;;;;;;;;
04. Aug 00;;;;;;;;;;;;;;;;;;
05. Aug 00;;;;;;;;;;;;;;;;;;
06. Aug 00;;;;;;;;;;;;;;;;;;
07. Aug 00;;;;;;;;;;;;;;;;;;
08. Aug 00;;;;;;;;;;;;;;;;;;
09. Aug 00;;;;;;;;;;;;;;;;;;
10. Aug 00;;;;;;;;;;;;;;;;;;
11. Aug 00;;;;;;;;;;;;;;;;;;
